ID,記事ID,文番号,述語,述語位置,本文切り抜き,語義,コメント
33988,911175574,0,取り込ん,25,特定郵,19034480-3_1-0-2-0-0,
34001,911175575,0,浴びせる,58,クリン,00024010-4_0-0-3-0-0,「浴びる」の語義1118（「多くの言葉や視線を続けて受ける」）に該当する。
34001,911175575,0,浴びせる,58,クリン,-4,
34016,911175575,9,合わせ,26,新任の,-2,
34019,911175575,11,補っ,30,クリス,03010830-3_0-0-2-0-0,
34031,911175576,3,組織する,30,同大使,15016030-2_0-0-2-0-0,
34047,911175577,2,寝,18,岩槻署,20042800-4_0-0-3-0-0,
34083,911175579,0,切断さ,63,埼玉県,14019800-1_0-0-0-0-0,
34098,911175579,3,切断し,25,骨粉は,14019800-1_0-0-0-0-0,ヲ格を｢骨」につけたので、「対象（身体部分）」にした。
34106,911175579,6,着け,17,十一日,17034330-6_1-0-1-3-1,
34117,911175579,8,切断し,51,また関,14019800-1_0-0-0-0-0,
34131,911175580,2,黙っ,37,「最低,16031970-3_0-0-2-0-0,
34133,911175580,2,黙っ,42,「最低,16031970-3_0-0-2-0-0,
34336,911175589,6,囲む,14,十数軒,04029070-1_0-0-0-0-0,
34358,911175590,1,着け,52,事故当,17034330-6_1-0-1-3-1,26070の「抽象的なものを身に帯びさせる」ではなく、26069の方がいいと思った。
34373,911175590,5,敷か,31,最高速,11010970-5_1-0-4-0-0,
34376,911175590,6,着け,47,スノー,17034330-6_1-0-1-3-1,26070の「抽象的なものを身に帯びさせる」ではなく、26069の方がいいと思った。
34378,911175590,7,外し,35,県警は,21019810-2_0-0-1-0-0,「八台」がガ格でいいのだが、動作主なので、その場合「八台」というよりは、それに乗っていた人をガ格にすべきだが、文章から見たら「八台」がガ格になるべきなので、「八台」としておきながらも、「その運転手」のことを指しているものと考える
34392,911175591,3,思い込ん,19,漫画よ,03027270-2_0-0-1-0-0,
34392,911175591,3,思い込ん,19,漫画よ,-3,
34432,911175593,1,特定し,30,今後、,19019600-1_0-0-1-0-0,
34468,911185408,3,組み合わせ,33,ブラッ,07015550-3_0-0-2-0-0,
34516,911185409,9,合流する,43,久保氏,09024070-3_0-0-2-0-0,
34603,911185415,0,内定し,18,自民党,20002470-1_0-0-0-0-0,
34644,911185416,9,揺らぐ,36,党幹部,27023570-3_0-0-2-0-0,
34672,911185419,0,兼ね,23,〇…訪,05007990-2_1-0-1-0-0,ガ格を「村山富市首相」にしていたが、「（フルブライト元上院議員の）訪問」にした。
34716,911185422,2,間に合う,56,飯田会,25012420-2_0-0-1-0-0,ニ格「年度内」を基準点ではなく、期限にした。
34790,911185426,10,連ね,34,民主リ,17040950-3_0-0-2-0-0,ニ格を対象にせず、着点にしたが、よかったか？
34823,911185428,5,証明し,55,つまり,12037720-2_0-0-1-0-0,
34833,911185428,8,合流し,10,旧日本,09024070-3_0-0-2-0-0,
34883,911185430,2,加入し,3,すでに,05007150-3_0-0-2-0-0,
34939,911185432,4,観測する,24,物質や,05032740-2_0-0-1-0-0,
34967,911185432,11,観測し,26,日米グ,05032740-2_0-0-1-0-0,
35006,911185434,4,配っ,43,成人式,07013880-2_0-0-1-0-0,
35018,911185434,6,照らし合わせ,42,自衛隊,18017440-1_0-0-0-0-0,
35056,911185435,5,組み合わせ,49,松の枝,07015550-3_0-0-2-0-0,ヲ格を対象か生成物か材料かで迷った。しめ飾りが出来上がるので、材料にした。語義は、11909と11908とで迷ったが、11908は、「木枠を組む」のような語義だと思ったので、11909でいいと思った。
35060,911185435,6,味わっ,30,出来栄,00015990-3_0-0-2-0-0,696と迷ったが、「（風情という）もの」「体験した」というよりは、「しめ飾りから何かを感じ取っている」ので、695にした。
35249,911185443,1,生活する,27,本国で,14002260-3_0-0-2-0-0,
35276,911185444,1,同行し,0,同行し,19005530-3_0-0-2-0-0,語義は、27753の方が近いが、27753にして、ニ格を人につけるのは、おかしい感じがするから、27754にする。
35277,911185444,1,撃た,39,同行し,02010990-2_0-0-1-0-0,
35298,911185445,4,敷い,47,ブルド,11010970-4_1-0-3-0-0,「連携体制」を生成物にしてよかったか？
35339,911185445,23,裏切ら,9,セディ,02016200-3_0-0-2-0-0,ヲ格は、「（投資家の）期待」でもよかったが、「投資家」にした。そして、これには対象（人）をつけた。
35390,911185452,1,見極め,15,東欧諸,25021030-2_0-0-1-0-0,
35390,911185452,1,見極め,15,東欧諸,-3,
35396,911185452,3,緩め,30,東欧諸,27024020-2_0-0-1-0-0,
35420,911185453,0,討議する,8,チェチ,19004230-1_0-0-0-0-0,「チェチェン情勢」を「討議する」対象と思ったので、｢状況」にせず、対象にした。
35439,911185453,5,外さ,39,反戦改,-1,「（予定などから）除く」の意味だが、該当するものがないので、Unknownにした。
35543,911185461,1,反応し,15,米ボス,21047900-3_0-0-2-0-0,
35645,911185466,13,推測さ,35,金大統,13003300-1_0-0-0-0-0,
35657,911185467,0,敷く,75,「黄金,11010970-4_1-0-3-0-0,「共同捜査態勢」は状況もしくは状態か？
35728,911185472,3,偏っ,47,人事制,04040550-3_0-0-2-0-0,
35795,911185475,1,推測し,62,過去最,13003300-1_0-0-0-0-0,
35802,911185476,1,更新し,57,十一日,09014180-2_0-0-1-0-0,「最高記録」を対象（事態）にしたが、基準点にした方がいいか？
35831,911185478,1,振り回さ,58,「ドイ,23031150-5_0-0-4-0-0,
35831,911185478,1,振り回さ,58,「ドイ,-3,
35889,911185481,11,組み合わせ,26,負債に,07015550-3_0-0-2-0-0,
35911,911185482,9,出会っ,18,東大教,18001350-2_0-0-1-0-0,
35979,911185483,10,組み合わせ,24,Ｇ７情,07015550-3_0-0-2-0-0,
35997,911185485,0,突破し,84,十一日,19026500-3_0-0-2-0-0,
36113,911185490,11,下落し,33,その半,08016820-2_0-0-1-0-0,
36204,911185493,2,組み合わせ,29,欄間部,07015550-3_0-0-2-0-0,
36231,911185494,8,外す,47,ハンド,21019810-2_0-0-1-0-0,
36462,911185502,7,合わせよ,32,平然と,-1,1608の例文は「武士が太刀を敵と合わせる」なので、1608にしようかと思ったが、「戦をする」とはやっぱり違うので、Unknownにした。
36493,911185503,7,当て,13,浜ノ島,00021400-3_0-0-2-0-0,
36506,911185505,1,兼ね,15,世界ス,05007990-2_1-0-1-0-0,
36539,911185508,1,稼い,46,足りな,04035800-5_2-0-2-1-0,
36547,911185508,3,倒す,36,一発で,16014010-2_0-0-1-0-0,ヲ格を「相手」にしているから、対象をつけているが、「久島海」と考えて、対象（人）にすべきか？
36560,911185509,0,プレーする,86,労使交,23033530-2_0-0-2-0-0,
36567,911185509,2,プレーする,28,大リー,23033530-2_0-0-2-0-0,
36570,911185509,2,プレーする,49,大リー,23033530-2_0-0-2-0-0,
36572,911185509,3,プレーし,21,昨シー,23033530-2_0-0-2-0-0,
36609,911185511,2,想像し,27,さぞや,15007150-2_0-0-1-0-0,
36626,911185511,6,近付い,28,そうし,17002300-2_1-0-1-0-0,ニ格を｢着点」ではなく、｢方向」にしたが、よかったか？
36670,911185512,0,放送し,37,二十五,24022280-2_0-0-1-0-0,デ格がガ格の代わりをしているわけではないが、デ格で事足りるから、「その他」にした。また、ヲ格の「企画」は「対象（事態）」にしなかった。事態性がないと思ったからだが、対象（事態）にすべきだったか？
36718,911185515,0,磨き,80,中国の,25020380-2_0-0-1-0-0,
36906,911185524,0,捜査し,14,埼玉県,15004580-3_0-0-2-0-0,
36915,911185524,2,脅さ,13,施工者,03021640-2_0-0-1-0-0,
36949,911185524,11,脅し,42,それで,03021640-2_0-0-1-0-0,
36966,911185527,1,脅し,20,男は「,03021640-2_0-0-1-0-0,
36975,911185527,3,捜査し,10,緑署は,15004580-3_0-0-2-0-0,
36996,911185530,1,敷か,12,速度規,11010970-5_1-0-4-0-0,
37027,911185530,11,着け,40,しかし,17034330-6_1-0-1-3-1,26070の「抽象的なものを身に帯びさせる」ではなく、26069の方がいいと思った。
37030,911185530,14,着け,10,このた,17034330-6_1-0-1-3-1,
37034,911185530,14,外し,47,このた,21019810-2_0-0-1-0-0,
37037,911185530,15,外す,31,両イン,21019810-2_0-0-1-0-0,
37174,911185537,2,競う,7,車のス,06014040-1_0-0-0-0-0,
37211,911185537,16,再現する,3,状況を,10003050-1_0-0-0-0-0,「プレーバック機能」は対象にして、対象（事態）にはしない。
37258,911185539,5,打ち切っ,9,今年度,02009090-3_0-0-2-0-0,
37258,911185539,5,打ち切っ,9,今年度,-3,
37289,911185541,2,眺める,17,しかし,-1,
37301,911185542,1,２次感染する,26,１９８,05032300-3_0-0-2-0-0,
37341,911185546,2,内定し,18,会談で,20002470-1_0-0-0-0-0,「自民党が候補を内定する」より、「公認を内定する」にした。
37341,911185546,2,内定し,18,会談で,-3,これを複合動詞にしていいのか？
37353,911185547,2,討議さ,15,これに,19004230-1_0-0-0-0-0,「同」がついているので、「対象（事態）」にしなかった。また、デ格で事足りが、ガ格をつけられないわけではないので、その他にしなかった。
37361,911185547,4,討議する,42,中執委,19004230-1_0-0-0-0-0,
37367,911185547,4,討議すれ,104,中執委,19004230-1_0-0-0-0-0,
37482,911185551,2,開放さ,18,さらに,04012340-3_0-0-2-0-0,
37562,911185555,15,通す,5,整備業,19014420-14_1-0-2-7-0,
37826,911185562,2,着き,33,インタ,-1,「ある場所に身を置く」の語義がないので、Unknownにした。
37833,911185562,3,立ち向かう,9,「物理,16023820-3_0-0-2-0-0,ガ格「チェチェン」でもいいかも。
37833,911185562,3,立ち向かう,9,「物理,-3,
37905,911185564,2,討議する,77,国務省,19004230-1_0-0-0-0-0,
37908,911185565,0,吹く,10,◆僕は,23009680-8_2-0-2-0-0,「口笛」は道具ではないので、対象にした。
37910,911185565,0,吹く,34,◆僕は,23009680-8_2-0-2-0-0,「口笛」は道具ではないので、対象にした。
37987,911185567,2,閉鎖し,50,軍事介,24001980-2_0-0-1-0-0,
38014,911185568,3,縮小さ,29,しかし,12011650-1_0-0-0-0-0,
38063,911185572,2,誘わ,94,しかし,10017920-3_0-0-2-0-0,
38070,911185572,4,断ち切っ,21,欧米の,16023200-4_0-0-3-0-0,23876と迷った
38070,911185572,4,断ち切っ,21,欧米の,-3,
38119,911185573,5,拾っ,23,「むか,22031370-3_1-0-1-0-0,
38147,911185573,18,出会っ,6,異郷で,18001350-2_0-0-1-0-0,
38171,911185574,2,検証する,100,全共闘,08023340-2_0-0-1-0-0,
38187,911185576,3,通い慣れ,4,いかに,20017130-2_0-0-1-0-0,ニ格を「通うこと」と考えて、「通い」につけるべきか？
38192,911185576,6,取り出し,4,ついで,19034830-2_0-0-1-0-0,
38192,911185576,6,取り出し,4,ついで,-3,
38221,911185576,18,拾わ,34,もちろ,22031370-3_1-0-1-0-0,
38260,911185577,23,満足頂ける,4,百二十,25017600-3_0-0-2-0-0,「頂ける」は補助動詞なので、「満足する」で述語にするが、複合動詞にはしない。ニ格に当初「対象」をつけていたが、「原因」に修正した。
38343,911185581,15,アップし,11,一見、,00020510-1_0-0-1-0-0,
38354,911185581,19,抜け,17,広島は,20035550-4_0-0-1-2-0,ガ格は、動作主より、対象（人）の方がいいと思った。
38370,911185584,1,受賞し,11,１９８,12013540-1_0-0-0-0-0,
38404,911185585,11,刺し,20,エサの,-1,「ハリいっぱい」にニ格をつけて着点にしたが、「いっぱい」の扱いに困る。「いっぱい」は副詞にして、「ハリ」だけに二格をつけるべきか？
38466,911185587,3,味わっ,83,「建都,00015990-3_0-0-2-0-0,695と696と迷ったが、この「味わう」には「鑑賞する」の意味があると思うので、695にした。
38475,911185587,7,連ね,18,銀閣寺,17040950-2_0-0-1-0-0,「軒を連ねる」を慣用句にした。対象もつけたままだ。また、場所の二格は、あまり必須格にならないが、ニ格をつけた。
38502,911185587,17,逃せ,5,この機,20047490-3_0-0-2-0-0,
38519,911185587,26,付い,53,京都ま,17032600-5_1-0-1-3-0,「往復」はト格で係っているので、「切符」にした。
38564,911185591,2,取り込ん,50,もっぱ,19034480-2_1-0-1-0-0,ヲ格は対象にしたが、生成物や感情すべきか迷った。
38582,911185591,9,勤め,6,兄は古,17036650-2_0-0-1-0-0,ニ格を着点（場所）にしなくていいか？
38646,911185593,2,裏切り,11,義太夫,02016200-2_0-0-1-0-0,
38686,911185593,16,兼ね,14,三津五,05007990-2_1-0-1-0-0,
38800,911185596,4,気付く,35,男性は,06016250-2_0-0-1-0-0,
38804,911185596,5,浴びせ,15,二人組,00024010-4_0-0-3-0-0,「浴びる」の語義1118（「多くの言葉や視線を続けて受ける」）に該当する。
38804,911185596,5,浴びせ,15,二人組,-4,
38862,911185599,2,巻き,13,表紙と,25004210-3_0-0-2-0-0,
38867,911185599,3,傷つけ,66,昨年十,06012670-4_0-0-3-0-0,このガ格を「原因」にしたが、「対象」にしておいたほうがよかったか？
38874,911185600,0,当て,44,大正か,-1,この「当てる」は、993の「当てはめる」の意味でもいいと思ったが、この語義は、付加する意味があるので、この場合には当てはまらないと思ったので、Unknownにした。ガ格を「画家展」にしたが、この「画家展」のような場合でも経験者（動作主？）にした方がいいのか？
38881,911185601,0,競う,11,プロの,06014040-1_0-0-0-0-0,
38891,911185602,0,突く,72,谷川浩,-2,チェス用語で「歩を突く」があった。
38941,911185603,9,製造し,7,試作機,14007320-3_0-0-2-0-0,
38976,911185604,8,合わせ,40,飯坂署,-1,
39192,911185616,6,拾わ,3,米兵に,22031370-3_1-0-1-0-0,
39196,911185616,8,交え,23,自身は,25006330-2_0-0-1-0-0,文章の格をみたら、「てんまつ」はヲ格だが、このヲ格は、動詞｢記す」に係っているので、ニ格でいいと思った。
39291,911185620,5,受け付け,37,エーザ,02004370-2_0-0-1-0-0,
39320,911185620,11,黙っ,12,第一製,16031970-3_0-0-2-0-0,
39328,911185621,0,乗せ,25,コロン,20048720-2_0-0-1-0-0,
39328,911185621,0,乗せ,25,コロン,-4,
39360,911195410,0,作り出す,13,厳冬期,17033420-4_0-0-3-0-0,
39360,911195410,0,作り出す,13,厳冬期,-3,
39470,911195414,7,断ち切る,51,競争の,16023200-4_0-0-3-0-0,ガ格は、デ格で言い尽くされているので、その他にした。
39470,911195414,7,断ち切る,51,競争の,-3,
39638,911195423,3,共有する,34,保守派,06039970-2_0-0-1-0-0,
39696,911195426,1,乗り込ん,29,二十一,20052620-4_0-0-3-0-0,
39696,911195426,1,乗り込ん,29,二十一,-3,
39997,911195441,4,管理し,15,現在放,05037820-2_0-0-1-0-0,この「管理する」は、民法上の「管理」といえそうだが、9573ではなく、9574だと断定するのはむずかしいので、9573にしておく。
40023,911195442,8,兼ね,45,美術展,05007990-2_1-0-1-0-0,
40077,911195444,6,着く,47,どうし,17032690-2_0-0-1-0-0,
40083,911195444,7,配り,51,二人、,07013880-3_0-0-2-0-0,ニ格の「四周」を対象ではなく、方向にしたが、よかったか？
40233,911195449,7,黙っ,7,指導者,16031970-3_0-0-2-0-0,
40282,911195451,2,間に合わ,14,いや、,25012420-2_0-0-1-0-0,
40339,911195455,4,管理する,63,しかし,05037820-2_0-0-1-0-0,
40356,911195456,4,整え,45,条文を,19027490-4_0-0-3-0-0,
40484,911195462,3,再編成し,30,先月三,24012990-1_0-0-0-0-0,ヲ格「ロシア軍」は、「ロシア軍の規模、もしくは大きさ」なので、変化前ではなく、対象にした。
40523,911195466,0,雇い,20,「英国,27007360-2_0-0-1-0-0,ヲ格に｢役割」をつけたが、その役割を担う人と考えて、対象（人）でもいいと思う。
40550,911195466,8,着か,37,三年間,-2,「仕事」はサ変名詞だが、対象（事態）にしなかった。
40554,911195466,10,誘っ,24,「まだ,10017920-3_0-0-2-0-0,
40582,911195468,0,内定し,40,西松建,20002470-1_0-0-0-0-0,
40604,911195469,3,落ち込む,32,スペイ,03018300-4_0-0-3-0-0,
40605,911195469,3,更新し,43,スペイ,09014180-2_0-0-1-0-0,「最安値」を対象にしたが、基準点にした方がよかったか？
40639,911195471,3,グラフィック表示する,54,新ＯＳ,22026630-3_0-0-2-0-0,「ガイド機能」は、動作主（操作対象）にしたが、対象でよかったかもしれない。
40662,911195474,1,合わせ,35,二信組,00033600-2_0-0-1-0-0,
40716,911195478,1,食わ,20,それは,07001580-8_0-0-7-0-0,「土地代が金を食う」だと思ったので、11413の「消費する」にしたが、「土地代が何かの領分を侵す」と言えれば、11412の「相手の勢力範囲などを侵す」か？
